"accident_id";"city";"state";"latitude";"longitude";"date";"time";"hour";"day_of_week";"is_weekend";"road_type";"lanes";"traffic_signal";"weather";"visibility";"temperature";"traffic_density";"cause";"accident_severity";"vehicles_involved";"casualties";"is_peak_hour";"festival";"risk_score"
553;"Pune";"Maharashtra";18.458585;73.737994;"2024-08-29";"14:00:00";14;"Thursday";0;"highway";6;"1";"rain";"low";34.0;"high";"poor road";"minor";5;3;0;"No Festival";0.65
554;"Hyderabad";"Telangana";17.446934;78.400292;"2022-02-07";"03:00:00";3;"Monday";0;"rural";1;"0";"rain";"low";16.0;"low";"distraction";"minor";3;3;0;"No Festival";0.45
555;"Pune";"Maharashtra";18.453923;73.778025;"2022-09-11";"13:00:00";13;"Sunday";1;"highway";1;"1";"fog";"low";34.0;"high";"distraction";"minor";2;2;0;"No Festival";0.65
556;"Delhi";"Delhi";28.461191;77.237754;"2022-07-24";"22:00:00";22;"Sunday";1;"highway";1;"1";"rain";"medium";22.0;"medium";"poor road";"fatal";2;2;0;"No Festival";0.45
557;"Hyderabad";"Telangana";17.401452;78.312458;"2023-11-10";"02:00:00";2;"Friday";0;"highway";6;"0";"fog";"low";35.0;"medium";"weather";"fatal";5;5;0;"No Festival";0.65
558;"Hyderabad";"Telangana";17.382132;78.299907;"2023-06-07";"00:00:00";0;"Wednesday";0;"urban";2;"0";"rain";"low";16.0;"low";"weather";"major";5;4;0;"No Festival";0.45
559;"Hyderabad";"Telangana";17.379493;78.584961;"2024-10-21";"07:00:00";7;"Monday";0;"rural";1;"1";"clear";"high";20.0;"low";"poor road";"fatal";3;3;0;"No Festival";0.3
560;"Chennai";"Tamil Nadu";12.82867;80.226388;"2025-03-16";"14:00:00";14;"Sunday";1;"urban";3;"1";"clear";"high";23.0;"low";"drunk driving";"fatal";5;5;0;"No Festival";0.3
561;"Mumbai";"Maharashtra";18.949404;72.878909;"2023-08-09";"14:00:00";14;"Wednesday";0;"highway";3;"0";"fog";"low";27.0;"medium";"distraction";"minor";1;1;0;"No Festival";0.45
562;"Delhi";"Delhi";28.606897;77.084738;"2024-12-03";"01:00:00";1;"Tuesday";0;"urban";5;"1";"fog";"low";22.0;"low";"drunk driving";"fatal";2;2;0;"No Festival";0.65
563;"Chandigarh";"Punjab";30.79765;76.710717;"2022-03-06";"05:00:00";5;"Sunday";1;"rural";1;"1";"fog";"low";24.0;"medium";"overspeeding";"minor";4;0;0;"No Festival";0.45
564;"Chennai";"Tamil Nadu";13.065036;80.225858;"2022-11-23";"14:00:00";14;"Wednesday";0;"rural";1;"1";"clear";"high";39.0;"high";"distraction";"minor";3;3;0;"No Festival";0.3
565;"Kolkata";"West Bengal";22.541313;88.375334;"2023-08-08";"19:00:00";19;"Tuesday";0;"rural";3;"0";"fog";"low";16.0;"high";"drunk driving";"major";3;0;1;"No Festival";0.8
566;"Chandigarh";"Punjab";30.691499;76.727163;"2023-10-27";"07:00:00";7;"Friday";0;"highway";5;"1";"rain";"medium";32.0;"low";"distraction";"major";2;0;0;"No Festival";0.25
567;"Mumbai";"Maharashtra";19.07549;72.797602;"2023-10-10";"06:00:00";6;"Tuesday";0;"highway";2;"1";"rain";"low";33.0;"high";"drunk driving";"major";1;0;0;"No Festival";0.65
568;"Delhi";"Delhi";28.419828;76.894595;"2023-06-08";"10:00:00";10;"Thursday";0;"urban";5;"0";"rain";"low";25.0;"high";"poor road";"minor";2;0;1;"No Festival";0.8
569;"Chandigarh";"Punjab";30.652057;76.724501;"2025-04-05";"11:00:00";11;"Saturday";1;"highway";1;"1";"rain";"low";27.0;"medium";"poor road";"fatal";1;1;0;"No Festival";0.65
570;"Mumbai";"Maharashtra";19.159709;72.713424;"2022-12-02";"15:00:00";15;"Friday";0;"rural";3;"0";"rain";"low";38.0;"medium";"overspeeding";"major";5;0;0;"No Festival";0.45
571;"Pune";"Maharashtra";18.401236;73.793188;"2022-03-14";"06:00:00";6;"Monday";0;"highway";2;"0";"clear";"high";30.0;"low";"overspeeding";"major";3;2;0;"No Festival";0.1
572;"Mumbai";"Maharashtra";18.992844;72.760452;"2024-08-28";"02:00:00";2;"Wednesday";0;"rural";2;"0";"clear";"high";27.0;"low";"poor road";"minor";1;0;0;"No Festival";0.1
573;"Chandigarh";"Punjab";30.745645;76.714935;"2022-08-22";"03:00:00";3;"Monday";0;"highway";5;"0";"rain";"medium";34.0;"medium";"weather";"major";4;1;0;"No Festival";0.25
574;"Kolkata";"West Bengal";22.43256;88.418923;"2024-12-08";"21:00:00";21;"Sunday";1;"urban";2;"0";"clear";"high";27.0;"low";"poor road";"fatal";4;4;0;"No Festival";0.3
575;"Pune";"Maharashtra";18.462556;73.872237;"2024-12-26";"06:00:00";6;"Thursday";0;"rural";2;"1";"rain";"medium";22.0;"high";"drunk driving";"minor";1;1;0;"No Festival";0.45
576;"Chandigarh";"Punjab";30.652055;76.825982;"2024-04-07";"00:00:00";0;"Sunday";1;"urban";4;"0";"clear";"high";16.0;"low";"drunk driving";"major";1;1;0;"No Festival";0.1
577;"Hyderabad";"Telangana";17.346346;78.357747;"2025-01-25";"11:00:00";11;"Saturday";1;"highway";4;"1";"fog";"low";36.0;"medium";"drunk driving";"fatal";1;1;0;"No Festival";0.65
578;"Chennai";"Tamil Nadu";13.195316;80.29898;"2022-02-02";"13:00:00";13;"Wednesday";0;"rural";4;"0";"fog";"low";39.0;"high";"overspeeding";"minor";3;1;0;"No Festival";0.65
579;"Kolkata";"West Bengal";22.437259;88.297527;"2022-10-20";"08:00:00";8;"Thursday";0;"rural";5;"1";"clear";"high";16.0;"high";"drunk driving";"minor";2;2;1;"No Festival";0.45
580;"Mumbai";"Maharashtra";19.097344;72.991926;"2024-11-10";"06:00:00";6;"Sunday";1;"rural";2;"1";"rain";"low";31.0;"medium";"weather";"minor";2;1;0;"No Festival";0.45
581;"Delhi";"Delhi";28.630183;76.836074;"2024-11-10";"11:00:00";11;"Sunday";1;"rural";5;"0";"rain";"low";18.0;"high";"distraction";"minor";1;0;0;"No Festival";0.65
582;"Pune";"Maharashtra";18.546122;73.751009;"2024-02-06";"02:00:00";2;"Tuesday";0;"highway";1;"0";"rain";"medium";38.0;"low";"overspeeding";"minor";4;1;0;"No Festival";0.25
583;"Chandigarh";"Punjab";30.649544;76.797061;"2023-02-23";"10:00:00";10;"Thursday";0;"urban";6;"1";"rain";"low";21.0;"high";"distraction";"minor";2;0;1;"No Festival";0.8
584;"Kolkata";"West Bengal";22.402947;88.323779;"2023-01-09";"08:00:00";8;"Monday";0;"rural";4;"0";"fog";"low";33.0;"medium";"weather";"minor";3;3;1;"No Festival";0.6
585;"Chandigarh";"Punjab";30.723144;76.776371;"2022-06-02";"09:00:00";9;"Thursday";0;"urban";5;"1";"rain";"medium";24.0;"medium";"overspeeding";"major";1;1;1;"No Festival";0.4
586;"Chandigarh";"Punjab";30.605893;76.703909;"2022-09-08";"10:00:00";10;"Thursday";0;"urban";2;"0";"clear";"high";19.0;"medium";"poor road";"minor";5;5;1;"No Festival";0.25
587;"Chandigarh";"Punjab";30.742443;76.89688;"2024-09-19";"15:00:00";15;"Thursday";0;"rural";3;"0";"clear";"high";36.0;"low";"weather";"major";5;4;0;"No Festival";0.1
588;"Chandigarh";"Punjab";30.790346;76.728551;"2022-09-12";"00:00:00";0;"Monday";0;"urban";5;"0";"clear";"high";15.0;"low";"drunk driving";"major";5;1;0;"No Festival";0.1
589;"Delhi";"Delhi";28.433237;77.08613;"2023-12-23";"07:00:00";7;"Saturday";1;"urban";1;"1";"rain";"medium";17.0;"high";"drunk driving";"minor";5;4;0;"No Festival";0.45
590;"Delhi";"Delhi";28.614772;76.876199;"2022-11-10";"20:00:00";20;"Thursday";0;"highway";1;"1";"fog";"low";20.0;"medium";"weather";"major";5;2;0;"No Festival";0.45
591;"Delhi";"Delhi";28.654869;77.28294;"2024-08-19";"08:00:00";8;"Monday";0;"urban";3;"1";"rain";"medium";27.0;"high";"drunk driving";"minor";2;2;1;"No Festival";0.6
592;"Delhi";"Delhi";28.606157;77.006735;"2025-04-10";"17:00:00";17;"Thursday";0;"rural";6;"1";"clear";"high";39.0;"high";"poor road";"fatal";2;2;1;"No Festival";0.65
593;"Delhi";"Delhi";28.801315;77.093798;"2023-08-02";"03:00:00";3;"Wednesday";0;"highway";4;"1";"clear";"high";40.0;"medium";"poor road";"minor";1;0;0;"No Festival";0.1
594;"Chennai";"Tamil Nadu";12.935117;80.189321;"2022-03-13";"01:00:00";1;"Sunday";1;"highway";6;"0";"fog";"low";24.0;"low";"poor road";"minor";4;0;0;"No Festival";0.45
595;"Pune";"Maharashtra";18.432546;73.725235;"2023-08-05";"23:00:00";23;"Saturday";1;"rural";2;"1";"fog";"low";26.0;"high";"overspeeding";"fatal";4;4;0;"No Festival";0.85
596;"Chandigarh";"Punjab";30.731448;76.875925;"2023-10-15";"11:00:00";11;"Sunday";1;"rural";2;"0";"fog";"low";33.0;"medium";"poor road";"minor";3;2;0;"No Festival";0.45
597;"Hyderabad";"Telangana";17.41493;78.293052;"2022-03-26";"23:00:00";23;"Saturday";1;"urban";3;"0";"rain";"medium";27.0;"low";"overspeeding";"fatal";2;2;0;"No Festival";0.45
598;"Chandigarh";"Punjab";30.657631;76.861569;"2024-06-10";"21:00:00";21;"Monday";0;"rural";4;"0";"rain";"low";25.0;"high";"weather";"minor";3;1;0;"No Festival";0.65
599;"Kolkata";"West Bengal";22.677292;88.426894;"2022-07-18";"04:00:00";4;"Monday";0;"urban";4;"1";"rain";"low";36.0;"low";"distraction";"minor";5;4;0;"No Festival";0.45
600;"Delhi";"Delhi";28.785009;76.86939;"2022-04-26";"01:00:00";1;"Tuesday";0;"urban";4;"1";"rain";"medium";25.0;"high";"overspeeding";"minor";1;0;0;"No Festival";0.45
601;"Hyderabad";"Telangana";17.507673;78.390292;"2024-06-04";"12:00:00";12;"Tuesday";0;"rural";3;"1";"fog";"low";17.0;"high";"distraction";"minor";2;0;0;"No Festival";0.65
602;"Delhi";"Delhi";28.57113;77.174163;"2022-09-30";"19:00:00";19;"Friday";0;"rural";3;"0";"rain";"low";24.0;"high";"weather";"minor";3;0;1;"No Festival";0.8
603;"Kolkata";"West Bengal";22.597287;88.318117;"2022-04-05";"17:00:00";17;"Tuesday";0;"rural";6;"1";"fog";"low";28.0;"medium";"poor road";"fatal";4;4;1;"No Festival";0.8
604;"Hyderabad";"Telangana";17.547401;78.484011;"2024-03-23";"22:00:00";22;"Saturday";1;"highway";3;"1";"clear";"high";39.0;"high";"distraction";"major";4;2;0;"No Festival";0.3
605;"Chandigarh";"Punjab";30.731788;76.716813;"2025-01-28";"02:00:00";2;"Tuesday";0;"urban";1;"0";"rain";"low";21.0;"low";"poor road";"fatal";5;5;0;"No Festival";0.65
606;"Chandigarh";"Punjab";30.709922;76.718529;"2022-04-25";"13:00:00";13;"Monday";0;"urban";2;"0";"rain";"low";27.0;"high";"drunk driving";"minor";2;1;0;"No Festival";0.65
607;"Kolkata";"West Bengal";22.458366;88.401007;"2023-06-09";"06:00:00";6;"Friday";0;"rural";2;"1";"rain";"medium";15.0;"high";"drunk driving";"major";5;5;0;"No Festival";0.45
608;"Delhi";"Delhi";28.668357;77.274587;"2024-11-28";"09:00:00";9;"Thursday";0;"rural";4;"0";"clear";"high";28.0;"medium";"drunk driving";"minor";1;0;1;"No Festival";0.25
609;"Kolkata";"West Bengal";22.627804;88.336734;"2022-05-27";"21:00:00";21;"Friday";0;"urban";2;"1";"fog";"low";30.0;"medium";"weather";"fatal";3;3;0;"No Festival";0.65
610;"Kolkata";"West Bengal";22.584957;88.403218;"2023-03-22";"04:00:00";4;"Wednesday";0;"urban";3;"0";"clear";"high";20.0;"low";"drunk driving";"fatal";4;4;0;"No Festival";0.3
611;"Chandigarh";"Punjab";30.640146;76.763561;"2024-09-17";"02:00:00";2;"Tuesday";0;"urban";5;"1";"rain";"medium";25.0;"low";"distraction";"major";1;1;0;"No Festival";0.25
612;"Delhi";"Delhi";28.423756;77.19437;"2022-10-04";"02:00:00";2;"Tuesday";0;"highway";6;"1";"fog";"low";15.0;"low";"drunk driving";"minor";5;1;0;"No Festival";0.45
613;"Kolkata";"West Bengal";22.57034;88.269589;"2025-01-14";"20:00:00";20;"Tuesday";0;"rural";3;"1";"fog";"low";39.0;"low";"distraction";"major";2;2;0;"No Festival";0.45
614;"Chennai";"Tamil Nadu";12.860229;80.110222;"2024-04-17";"09:00:00";9;"Wednesday";0;"rural";2;"0";"fog";"low";18.0;"medium";"weather";"major";3;1;1;"No Festival";0.6
615;"Mumbai";"Maharashtra";18.856408;72.914772;"2023-04-26";"17:00:00";17;"Wednesday";0;"urban";3;"0";"clear";"high";32.0;"high";"overspeeding";"major";3;0;1;"No Festival";0.45
616;"Chandigarh";"Punjab";30.651682;76.772948;"2022-06-19";"16:00:00";16;"Sunday";1;"urban";6;"0";"clear";"high";36.0;"low";"distraction";"major";1;0;0;"No Festival";0.1
617;"Delhi";"Delhi";28.539342;77.014773;"2024-08-23";"16:00:00";16;"Friday";0;"highway";5;"1";"fog";"low";39.0;"high";"weather";"fatal";4;4;0;"No Festival";0.85
618;"Mumbai";"Maharashtra";19.094879;72.771039;"2024-11-23";"06:00:00";6;"Saturday";1;"rural";1;"0";"fog";"low";33.0;"medium";"poor road";"minor";5;0;0;"No Festival";0.45
619;"Bangalore";"Karnataka";12.947446;77.639582;"2024-12-20";"21:00:00";21;"Friday";0;"highway";2;"1";"fog";"low";40.0;"low";"overspeeding";"minor";1;1;0;"No Festival";0.45
620;"Delhi";"Delhi";28.410014;77.078242;"2024-01-08";"01:00:00";1;"Monday";0;"urban";1;"1";"fog";"low";16.0;"high";"drunk driving";"minor";1;1;0;"No Festival";0.65
621;"Chennai";"Tamil Nadu";12.885873;80.174002;"2022-11-03";"16:00:00";16;"Thursday";0;"urban";6;"1";"rain";"medium";36.0;"low";"distraction";"minor";2;1;0;"No Festival";0.25
622;"Delhi";"Delhi";28.759862;77.224029;"2023-07-19";"23:00:00";23;"Wednesday";0;"rural";6;"0";"fog";"low";18.0;"low";"drunk driving";"minor";5;0;0;"No Festival";0.45
623;"Bangalore";"Karnataka";12.827299;77.565062;"2024-04-01";"02:00:00";2;"Monday";0;"rural";6;"1";"fog";"low";21.0;"medium";"weather";"major";3;1;0;"No Festival";0.45
624;"Mumbai";"Maharashtra";19.014152;72.970411;"2023-08-21";"09:00:00";9;"Monday";0;"rural";5;"1";"rain";"low";34.0;"high";"poor road";"major";4;1;1;"No Festival";0.8
625;"Chandigarh";"Punjab";30.625123;76.779372;"2022-08-21";"15:00:00";15;"Sunday";1;"rural";5;"1";"rain";"low";24.0;"medium";"overspeeding";"minor";1;1;0;"No Festival";0.45
626;"Pune";"Maharashtra";18.51204;73.984545;"2024-08-19";"23:00:00";23;"Monday";0;"urban";1;"0";"clear";"high";36.0;"medium";"weather";"fatal";3;3;0;"No Festival";0.3
627;"Pune";"Maharashtra";18.537592;73.768437;"2025-03-21";"01:00:00";1;"Friday";0;"urban";5;"1";"rain";"medium";22.0;"low";"distraction";"minor";3;3;0;"No Festival";0.25
628;"Mumbai";"Maharashtra";19.283056;72.744544;"2022-01-12";"18:00:00";18;"Wednesday";0;"rural";6;"1";"clear";"high";24.0;"high";"poor road";"major";2;1;1;"No Festival";0.45
629;"Hyderabad";"Telangana";17.360349;78.597545;"2024-09-17";"01:00:00";1;"Tuesday";0;"urban";2;"0";"clear";"high";17.0;"low";"overspeeding";"minor";5;3;0;"No Festival";0.1
630;"Chennai";"Tamil Nadu";12.995703;80.246007;"2024-07-14";"01:00:00";1;"Sunday";1;"urban";6;"0";"rain";"low";33.0;"low";"drunk driving";"minor";4;4;0;"No Festival";0.45
631;"Pune";"Maharashtra";18.532687;73.727303;"2023-11-30";"13:00:00";13;"Thursday";0;"urban";4;"0";"rain";"low";15.0;"low";"poor road";"minor";4;0;0;"No Festival";0.45
632;"Bangalore";"Karnataka";13.134811;77.461501;"2023-06-06";"11:00:00";11;"Tuesday";0;"highway";6;"0";"fog";"low";26.0;"low";"overspeeding";"major";3;3;0;"No Festival";0.45
633;"Pune";"Maharashtra";18.575881;73.960153;"2023-11-09";"16:00:00";16;"Thursday";0;"urban";4;"0";"rain";"low";38.0;"medium";"distraction";"major";4;2;0;"No Festival";0.45
634;"Bangalore";"Karnataka";12.917923;77.633189;"2022-07-08";"03:00:00";3;"Friday";0;"highway";2;"0";"fog";"low";40.0;"low";"distraction";"major";1;1;0;"No Festival";0.45
635;"Chennai";"Tamil Nadu";13.121114;80.196258;"2023-06-07";"08:00:00";8;"Wednesday";0;"highway";4;"1";"clear";"high";33.0;"medium";"poor road";"minor";3;0;1;"No Festival";0.25
636;"Mumbai";"Maharashtra";19.029433;72.832349;"2023-05-16";"17:00:00";17;"Tuesday";0;"highway";2;"1";"rain";"medium";40.0;"high";"weather";"minor";5;5;1;"No Festival";0.6
637;"Chennai";"Tamil Nadu";12.968258;80.278025;"2022-03-16";"02:00:00";2;"Wednesday";0;"highway";4;"0";"clear";"high";30.0;"low";"drunk driving";"major";3;3;0;"No Festival";0.1
638;"Chennai";"Tamil Nadu";13.152644;80.13559;"2022-05-12";"21:00:00";21;"Thursday";0;"urban";1;"1";"clear";"high";32.0;"medium";"overspeeding";"fatal";1;1;0;"No Festival";0.3
639;"Kolkata";"West Bengal";22.551975;88.46929;"2025-02-14";"11:00:00";11;"Friday";0;"urban";6;"0";"rain";"low";34.0;"low";"weather";"major";2;0;0;"No Festival";0.45
640;"Hyderabad";"Telangana";17.276563;78.481667;"2024-03-31";"12:00:00";12;"Sunday";1;"rural";2;"1";"clear";"high";15.0;"high";"poor road";"minor";5;4;0;"No Festival";0.3
641;"Delhi";"Delhi";28.577479;76.961609;"2024-07-19";"00:00:00";0;"Friday";0;"urban";3;"1";"clear";"high";39.0;"low";"drunk driving";"minor";3;1;0;"No Festival";0.1
642;"Bangalore";"Karnataka";12.891307;77.647669;"2022-02-22";"23:00:00";23;"Tuesday";0;"highway";4;"0";"rain";"medium";16.0;"low";"drunk driving";"minor";3;3;0;"No Festival";0.25
643;"Hyderabad";"Telangana";17.422966;78.344913;"2023-10-07";"15:00:00";15;"Saturday";1;"urban";4;"0";"clear";"high";34.0;"low";"poor road";"fatal";5;5;0;"No Festival";0.3
644;"Bangalore";"Karnataka";12.90506;77.758076;"2022-08-13";"11:00:00";11;"Saturday";1;"highway";3;"0";"clear";"high";22.0;"low";"drunk driving";"major";1;0;0;"No Festival";0.1
645;"Chandigarh";"Punjab";30.77588;76.706095;"2024-01-06";"07:00:00";7;"Saturday";1;"urban";6;"0";"fog";"low";28.0;"high";"poor road";"major";3;2;0;"No Festival";0.65
646;"Pune";"Maharashtra";18.579795;73.910257;"2024-06-24";"12:00:00";12;"Monday";0;"rural";3;"1";"fog";"low";21.0;"medium";"drunk driving";"major";5;2;0;"No Festival";0.45
647;"Hyderabad";"Telangana";17.294177;78.238318;"2024-03-09";"06:00:00";6;"Saturday";1;"highway";6;"1";"fog";"low";38.0;"low";"drunk driving";"fatal";4;4;0;"No Festival";0.65
648;"Pune";"Maharashtra";18.647773;73.831014;"2022-01-11";"01:00:00";1;"Tuesday";0;"urban";6;"1";"fog";"low";31.0;"low";"weather";"minor";5;5;0;"No Festival";0.45
649;"Pune";"Maharashtra";18.427927;73.895792;"2023-05-09";"18:00:00";18;"Tuesday";0;"urban";6;"0";"fog";"low";37.0;"high";"drunk driving";"minor";3;3;1;"No Festival";0.8
650;"Delhi";"Delhi";28.783445;77.103426;"2022-11-03";"00:00:00";0;"Thursday";0;"urban";5;"0";"fog";"low";37.0;"high";"distraction";"minor";2;1;0;"No Festival";0.65
651;"Mumbai";"Maharashtra";18.984322;72.861388;"2025-01-29";"09:00:00";9;"Wednesday";0;"rural";6;"1";"clear";"high";39.0;"medium";"drunk driving";"major";4;4;1;"No Festival";0.25
652;"Pune";"Maharashtra";18.609126;73.982113;"2024-01-19";"02:00:00";2;"Friday";0;"rural";2;"1";"clear";"high";19.0;"low";"poor road";"major";2;1;0;"No Festival";0.1
653;"Mumbai";"Maharashtra";19.090503;72.764378;"2022-01-24";"08:00:00";8;"Monday";0;"highway";4;"0";"fog";"low";26.0;"high";"drunk driving";"major";4;2;1;"No Festival";0.8
654;"Chandigarh";"Punjab";30.644166;76.847467;"2024-11-29";"13:00:00";13;"Friday";0;"urban";1;"0";"fog";"low";26.0;"medium";"overspeeding";"minor";5;0;0;"No Festival";0.45
655;"Chandigarh";"Punjab";30.654469;76.752972;"2022-07-24";"03:00:00";3;"Sunday";1;"urban";5;"0";"rain";"low";35.0;"low";"overspeeding";"minor";3;0;0;"No Festival";0.45
656;"Chennai";"Tamil Nadu";12.86041;80.120678;"2023-06-24";"17:00:00";17;"Saturday";1;"rural";3;"0";"rain";"medium";38.0;"medium";"overspeeding";"major";3;3;1;"No Festival";0.4
657;"Chennai";"Tamil Nadu";13.034434;80.287617;"2023-07-07";"15:00:00";15;"Friday";0;"rural";1;"0";"fog";"low";15.0;"high";"distraction";"minor";5;4;0;"No Festival";0.65
658;"Pune";"Maharashtra";18.562724;73.936526;"2024-10-10";"12:00:00";12;"Thursday";0;"urban";2;"0";"fog";"low";36.0;"high";"distraction";"minor";2;2;0;"No Festival";0.65
659;"Hyderabad";"Telangana";17.313992;78.268967;"2022-08-03";"13:00:00";13;"Wednesday";0;"rural";5;"0";"rain";"medium";40.0;"low";"weather";"minor";4;1;0;"No Festival";0.25
660;"Chandigarh";"Punjab";30.68583;76.872043;"2025-02-22";"05:00:00";5;"Saturday";1;"highway";6;"0";"fog";"low";25.0;"low";"overspeeding";"fatal";2;2;0;"No Festival";0.65
661;"Kolkata";"West Bengal";22.462673;88.333963;"2022-08-24";"07:00:00";7;"Wednesday";0;"highway";1;"0";"clear";"high";28.0;"low";"poor road";"minor";2;1;0;"No Festival";0.1
662;"Kolkata";"West Bengal";22.60842;88.417758;"2024-04-25";"09:00:00";9;"Thursday";0;"highway";1;"1";"rain";"low";28.0;"high";"drunk driving";"minor";1;0;1;"No Festival";0.8
663;"Chandigarh";"Punjab";30.625597;76.791535;"2022-10-07";"17:00:00";17;"Friday";0;"highway";6;"0";"fog";"low";31.0;"high";"distraction";"minor";5;5;1;"No Festival";0.8
664;"Kolkata";"West Bengal";22.579715;88.277369;"2022-09-09";"02:00:00";2;"Friday";0;"rural";5;"0";"clear";"high";24.0;"low";"overspeeding";"minor";2;1;0;"No Festival";0.1
665;"Hyderabad";"Telangana";17.421082;78.258105;"2022-03-21";"12:00:00";12;"Monday";0;"highway";1;"1";"rain";"medium";36.0;"medium";"poor road";"minor";4;0;0;"No Festival";0.25
666;"Chandigarh";"Punjab";30.719447;76.727079;"2024-03-22";"07:00:00";7;"Friday";0;"urban";1;"1";"rain";"low";40.0;"medium";"poor road";"minor";5;4;0;"No Festival";0.45
667;"Delhi";"Delhi";28.604328;76.832823;"2022-09-11";"09:00:00";9;"Sunday";1;"urban";4;"1";"clear";"high";23.0;"medium";"overspeeding";"minor";2;0;1;"No Festival";0.25
668;"Hyderabad";"Telangana";17.402649;78.246267;"2024-09-17";"04:00:00";4;"Tuesday";0;"rural";1;"0";"fog";"low";17.0;"low";"weather";"major";2;2;0;"No Festival";0.45
669;"Chandigarh";"Punjab";30.704541;76.796508;"2022-09-07";"02:00:00";2;"Wednesday";0;"highway";5;"0";"fog";"low";21.0;"low";"drunk driving";"fatal";5;5;0;"No Festival";0.65
670;"Hyderabad";"Telangana";17.388875;78.214956;"2022-10-28";"23:00:00";23;"Friday";0;"rural";5;"0";"rain";"medium";22.0;"high";"overspeeding";"minor";5;1;0;"No Festival";0.45
671;"Chandigarh";"Punjab";30.79483;76.773546;"2023-07-29";"14:00:00";14;"Saturday";1;"highway";2;"0";"fog";"low";20.0;"high";"distraction";"minor";2;2;0;"No Festival";0.65
672;"Chandigarh";"Punjab";30.653326;76.795463;"2022-08-30";"20:00:00";20;"Tuesday";0;"rural";4;"1";"clear";"high";35.0;"high";"overspeeding";"minor";2;2;0;"No Festival";0.3
673;"Chennai";"Tamil Nadu";13.102428;80.140145;"2025-03-21";"15:00:00";15;"Friday";0;"rural";5;"0";"clear";"high";37.0;"high";"weather";"minor";3;3;0;"No Festival";0.3
674;"Hyderabad";"Telangana";17.402371;78.297586;"2022-05-04";"22:00:00";22;"Wednesday";0;"rural";5;"0";"fog";"low";18.0;"low";"weather";"minor";2;0;0;"No Festival";0.45
675;"Delhi";"Delhi";28.611756;77.130556;"2022-07-25";"23:00:00";23;"Monday";0;"urban";6;"0";"clear";"high";36.0;"high";"drunk driving";"minor";3;0;0;"No Festival";0.3
676;"Bangalore";"Karnataka";12.816265;77.607839;"2024-03-17";"11:00:00";11;"Sunday";1;"urban";4;"0";"clear";"high";16.0;"low";"weather";"minor";5;2;0;"No Festival";0.1
677;"Hyderabad";"Telangana";17.447765;78.504138;"2023-02-10";"08:00:00";8;"Friday";0;"highway";4;"0";"rain";"medium";37.0;"high";"overspeeding";"minor";5;3;1;"No Festival";0.6
678;"Hyderabad";"Telangana";17.423218;78.590405;"2023-10-24";"16:00:00";16;"Tuesday";0;"highway";3;"0";"fog";"low";36.0;"low";"drunk driving";"fatal";3;3;0;"No Festival";0.65
679;"Pune";"Maharashtra";18.556561;73.724284;"2022-02-02";"08:00:00";8;"Wednesday";0;"highway";4;"0";"clear";"high";36.0;"high";"drunk driving";"major";3;3;1;"No Festival";0.45
680;"Chandigarh";"Punjab";30.654531;76.811189;"2022-02-18";"16:00:00";16;"Friday";0;"highway";2;"1";"fog";"low";25.0;"medium";"distraction";"minor";2;1;0;"No Festival";0.45
681;"Hyderabad";"Telangana";17.210242;78.36299;"2023-01-28";"00:00:00";0;"Saturday";1;"urban";3;"1";"fog";"low";39.0;"high";"drunk driving";"minor";4;4;0;"No Festival";0.65
682;"Chennai";"Tamil Nadu";13.1071;80.190945;"2022-09-10";"13:00:00";13;"Saturday";1;"rural";2;"0";"clear";"high";29.0;"medium";"weather";"minor";3;0;0;"No Festival";0.1
683;"Chennai";"Tamil Nadu";12.932566;80.18442;"2023-08-15";"17:00:00";17;"Tuesday";0;"highway";1;"0";"clear";"high";16.0;"high";"poor road";"major";5;3;1;"No Festival";0.45
684;"Hyderabad";"Telangana";17.490835;78.269914;"2023-01-25";"10:00:00";10;"Wednesday";0;"rural";6;"0";"clear";"high";21.0;"high";"weather";"fatal";4;4;1;"No Festival";0.65
685;"Hyderabad";"Telangana";17.476431;78.581214;"2023-03-16";"19:00:00";19;"Thursday";0;"urban";2;"1";"rain";"low";17.0;"high";"drunk driving";"minor";3;1;1;"No Festival";0.8
686;"Hyderabad";"Telangana";17.534797;78.483255;"2022-12-20";"11:00:00";11;"Tuesday";0;"rural";6;"0";"clear";"high";40.0;"high";"overspeeding";"minor";3;2;0;"No Festival";0.3
687;"Mumbai";"Maharashtra";18.82416;72.829696;"2024-11-18";"13:00:00";13;"Monday";0;"highway";2;"0";"rain";"medium";18.0;"medium";"poor road";"major";1;0;0;"No Festival";0.25
688;"Chennai";"Tamil Nadu";12.80732;80.151435;"2023-03-08";"02:00:00";2;"Wednesday";0;"highway";5;"0";"rain";"low";23.0;"medium";"poor road";"minor";5;1;0;"Holi";0.55
689;"Bangalore";"Karnataka";13.165875;77.461909;"2024-12-05";"14:00:00";14;"Thursday";0;"rural";1;"1";"clear";"high";31.0;"medium";"overspeeding";"minor";4;1;0;"No Festival";0.1
690;"Bangalore";"Karnataka";13.190996;77.598571;"2023-02-15";"04:00:00";4;"Wednesday";0;"rural";2;"1";"rain";"low";25.0;"low";"weather";"minor";2;2;0;"No Festival";0.45
